name,matches,count
Police officer 2,Mitch,2
Polly Prissypants,All,2
Pope Benedict,Jesus,2
Officer Barbrady,Mephesto,2
Officer Barbrady,Chef,2
Officer Barbrady,Brown,2
Mrs. Garrison,Janet,2
Mrs. Garrison,Kenny,2
Mrs. Garrison,Lice,2
Mrs. Garrison,Man,2
Mrs. Garrison,Millie,2
Mrs. Garrison,Timmy,2
Mrs. Garthunk,God,2
Mrs. Hakeem,Baahir,2
Mrs. Stevens,Stevens,2
Mrs. Turner,Heidi,2
Mrs. Tweak,Richard,2
Mrs. White,Jason,2
Ms. Choksondik,Girls,2
Ms. Choksondik,Tolkien,2
Ms. Ellen,Kenny,2
Ms. Ellen,Stanley,2
Ms. McCormick,God,2
Ms. Nelson,Eric,2
Ms. Stevens,All,2
Ms. Stevens,Cartman,2
Ms. Stevens,Kids,2
Ms. Stevens,Stanley,2
Mrs. Garrison,Jimmy,2
Mrs. Garrison,Girl,2
Officer Barbrady,Boys,2
Mrs. Garrison,Everyone,2
Mr. Slave,God,2
Mr. Slave,Kids,2
Mr. Slave,Wendy,2
Mr. Streibel,Jesus,2
Mr. Testaburger,God,2
Mr. Thompson,Alan,2
Mr. Thompson,Thompson,2
Mr. Turner,All,2
Mr. Twig,Garrison,2
Mr. Weatherhead,God,2
Mr. Wyland,Eric,2
Mr. Wyland,Garrison,2
Mr. Wyland,Kenny,2
Mr. Wyland,Stan,2
Mrs. Brooks,Kevin,2
Mrs. Garrison,Allyson,2
Mrs. Garrison,Annie,2
Mrs. Garrison,Baahir,2
Mrs. Garrison,Butters,2
Mrs. Garrison,Craig,2
Mrs. Garrison,Dick,2
Ms. Stevens,Yanagopa,2
Murphy,All,2
Murphy,Eric,2
Muscleman Marc,Eric,2
Niles,Bill,2
Niles,Gates,2
Niles,Tammy,2
Nurse,Eric,2
Nurse Gollum,Mayor,2
Obama,House,2
Obama,President,2
Obese Woman,Terrance,2
Officer,Chief,2
Officer,Trent,2
Officer 1,All,2
Officer 1,Boys,2
Officer 1,Detective,2
Officer 1,Tucker,2
Officer 2,Captain,2
Officer 2,Detective,2
Officer 2,God,2
Officer 2,Mysterion,2
Officer 2,Right,2
Officer 2,Trent,2
Officer Barbrady,Barbrady,2
Nick Nolte,Randy,2
Newscaster,Mayor,2
News Anchor,Captain,2
Narrator,Seaman,2
Mysterion,Eric,2
Mysterion,God,2
Nancy,Jimmy,2
Narrator,Beavery,2
Narrator,Captain,2
Narrator,Everyone,2
Narrator,Jack,2
Narrator,Krishna,2
Narrator,Princess,2
Nathan,All,2
News 4 Reporter,Tom,2
Nathan,Mom,2
Nathan,Nathan,2
Nathan's mom,All,2
Ned,Ned,2
Nelly's mom,God,2
Nelly's mom,Matt,2
Network President,Mohammad,2
Netzel,God,2
New Cartman,Kyle,2
Gary,Geraldo,2
Luke,Captain,2
Driver 1,President,2
Counselor,Towelie,2
Announcer,Red,2
Announcer,Dick,2
Announcer,Danny,2
Cartman,Student,2
Butters,Charise,2
Butters,Center,2
Carlos Ramirez,Mexican,2
Amir,Shelly,2
Detective 3,Cartman,2
Detective 3,Eric,2
Chauffeur,All,2
An Expert,Stan,2
Cartman,Steven,2
Announcer,Craig,2
Dougie,Butters,2
Commander,Zytar,2
Carson,President,2
Field reporter,Jesus,2
Announcer,Right,2
Clark,Kurt,2
Cheerleader 1,Broncos,2
Frank,Cowboys,2
Field reporter,General,2
Butters,Bridon,2
Counselor,Maxi,2
Billy's Mom,Billy,2
Counselor,Father,2
Chef,Smith,2
Auxiliary,All,2
Clark,People,2
Butters,Coach,2
Cartman,Tommy,2
Cartman,Tiger,2
Everyone,Chef,2
Estella,Steve,2
Field reporter,Stan,2
Cartman,Thompson,2
Charlie Rose,Collins,2
Butters,Maury,2
Dr. Doctor,Jesus,2
Crewman,God,2
Dawson,God,2
Estella,Boy,2
Charlie Rose,Jesus,2
Captain,God,2
Congregation,Jesus,2
Butters,Cruise,2
Aunt Jemima,Eric,2
Dawson,All,2
Chris Martin,Jesus,2
Butters,Megan,2
David,Tom,2
Charlie Rose,Phil,2
Crewman 2,Captain,2
Commentator,Dan,2
Francis,Ed,2
Country Singer,Man,2
Boy,Uncle,2
Cartman,Alone,2
Butters,driver,2
Cartman,Boys,2
Ballmer,Bill,2
Clerk,Canadian,2
Ballmer,Gates,2
Aide 2,American,2
Cartman,Princess,2
Frank,Mitchell,2
Dr. Katz,Hat,2
Bill Keegan,Tom,2
Alec Baldwin,Alec,2
Cartman,Pops,2
Butters,Tom,2
Chef,Boy,2
Cartman,Blavius,2
Dr. Matlock,Eric,2
Dr. Mephesto,Cartman,2
Announcer,Boy,2
All,Broncos,2
Dr. Mephesto,God,2
Butters,Baby,2
Bill Keegan,President,2
Cartman,Blood,2
Announcer,Blaine,2
Cartman,Bobo,2
ATF lead,Johnson,2
Barbra Streisand,Milo,2
Announcer,Bill,2
Cop 1,Detective,2
Anchor,Dan,2
Frank,Mike,2
Butters,Becker,2
Cartman,Skyler,2
Frank,Kyle,2
Dick,Gerald,2
Cartman,Annie,2
Cartman,Sergeant,2
Councilman,All,2
Butters,Billy,2
Announcer,Russian,2
Cartman,Roy,2
Abraham Lincoln,Kyle,2
Announcer,Chief,2
Crowd,Butters,2
Cartman,Ron,2
Billy,Mom,2
Boy 3,Johnson,2
Announcer,Chet,2
David,Jonathan,2
Announcer,Chef,2
Billy,Cartman,2
Aide 1,President,2
Classi,Classi,2
Balding man,Janice,2
Alex,Alex,2
Butters,Tweek,2
David,Heather,2
Aaron Brown,Chris,2
Aaron Brown,Brad,2
Announcer,Canadians,2
Field reporter,Alan,2
Ambassador,Johnson,2
Cartman,Toolshed,2
Chris,Son,2
Aslan,Ho,2
Casey Miller,Casey,2
Casey,Miller,2
Border officer 2,Charlie,2
Casey,Eric,2
Casey,Cartman,2
Campers,Butters,2
Blonde,Jerry,2
Demon 1,Ferrari,2
Chairman,God,2
Chief Justice,Al,2
FC announcer,Collins,2
Chief Joe,Computer,2
Allyson,Persian,2
Cartman:,God,2
Demi Lovato,People,2
First General,President,2
Butters,Ike,2
Agent Clark,Agent,2
Announcer,Larry,2
Field reporter 3,Red,2
Canadian PM,All,2
Dougie,Jill,2
Assemblywoman 2,Jessica,2
Canadian PM,Canadians,2
C***,TupperWear,2
Bus Driver,Barbrady,2
Cartman as Jennifer Lopez,Kyle,2
All,All,2
Chief of Security,All,2
Blaine,Jesus,2
Craig,Clyde,2
Det. Harris,Adams,2
Announcer,Obama,2
Butters,Kitty,2
Fire Captain,Captain,2
Det. Harris,All,2
Fangirls,Butters,2
Blonde Girl,Coon,2
Conan O'Brien,Carlos,2
All,Babies,2
Fat Abbot,Rudy,2
Butters,Joe,2
All,Ho,2
Announcer,Music,2
Fire Marshal,All,2
Chief elder,All,2
Announcer,Michelle,2
Chief elder,Elder,2
Craig,Jesus,2
Dr. Biber,All,2
Dental Floss,Tooth,2
Dr. Adams,Garrison,2
Chief Justice,Scouts,2
Fireman,Captain,2
Craig,Kenny,2
Det. Harris,God,2
Craig,Kyle,2
Agent 7,Pilgrim,2
Announcer,Kyle,2
Announcer,King,2
Flight Attendant,All,2
Cartman as Jennifer Lopez,God,2
Craig,Right,2
Butters,Girls,2
Butters,Mackey,2
Field reporter 1,Red,2
Announcer,Jay,2
Both,Somebody,2
Butters,Garrison,2
Fr. Maxi,All,2
Fr. Maxi,Butters,2
Canadians,Canadian,2
Butters,Everybody,2
Butters,Mark,2
Bob,All,2
Dr. Doctor,God,2
Craig,Tom,2
C***,James,2
C***,God,2
Butters,Davis,2
Butters,Martin,2
Captain,All,2
Chris,Jesus,2
Evil Kyle,Cartman,2
Attorney,Clyde,2
Chris,Mom,2
Cartman,Travolta,2
Attorney,Thomas,2
Father,woman,2
Both,Ho,2
Fourth grade choir,President,2
Fosse,Stan,2
Butters,Hope,2
C***,Superman,2
Chris,All,2
Chris,Annie,2
Cartman Brady,Tom,2
Cartman (Butters),James,2
Agent,Mephesto,2
Agent,Leslie,2
Chris,Bailey,2
Assistant,Eric,2
Commentator,Tom,2
Agent,Jesus,2
Foofa,Ike,2
Dr. Doctor,Coach,2
Cartman,Weasel,2
Foreman,Babies,2
Cartman,Wilson,2
Cartman,Willy,2
Butters,Ho,2
Agent,General,2
Foreman,God,2
Dean,Vivian,2
Canadian PM,Family,2
Allyson,woman,2
Chris,Cartman,2
Det. Yates,Lucas,2
Det. Yates,Spielberg,2
Cartman,Both,2
Dr. Mephesto,Eddie,2
Barbrady,Bill,2
(Montage),Wendy,2
Chef,Meredith,2
Announcer 1,Garrison,2
Butler,Magic,2
Brunet,Alan,2
Bebe,Nelly,2
Cartman,James,2
Clyde,Phillip,2
Cartman,Cruise,2
(Montage),Cartman,2
Butters,Richie,2
Cartman,Customer,2
Butler,God,2
Anchor 4,President,2
ESPN host,Magic,2
Clyde,People,2
Garrison,Butters,2
Bebe,Rebecca,2
Driver,Mel,2
Garrison,Chip,2
Cartman,Davis,2
Anchor Bill Keegan,President,2
Cartman,Detective,2
Damien,Son,2
Bebe,Right,2
Cartman,Harry,2
Bezos,Alexa,2
Cartman,Devil,2
Cartman,Cowboy,2
Chef,Mephesto,2
Butters,Paris,2
Bruce,All,2
Cartman,Ladies,2
Bezos,worker,2
Cartman,Kurt,2
Announcer 1,Officer,2
Chef,KoRn,2
Announcer 3,Terrance,2
Chef,Mackey,2
Cartman,Kindergartners,2
Cartman,Colin,2
Angel 5,God,2
DJ,Eric,2
Future Stan,Mom,2
Dan Akawa,Tom,2
Cartman,Jud,2
DJ,Father,2
Cartman,Computer,2
Coon,New,2
Elder,Scouts,2
Gabriel,Michael,2
Elder,Scout,2
Dan,Manning,2
Brobee,Foofa,2
Anchor 2,President,2
Gang Members,Crips,2
Bebe,Lisa,2
Al-Zawahri,Mohammad,2
Cartman,Jason,2
Garrison,Hillary,2
Driver,Mexican,2
Cartman,Coach,2
Anchorman,Mark,2
Anchor Tom,Minister,2
Al Gore,Al,2
Clyde,Kenny,2
Dad,Nichole,2
Doctor,Minister,2
Chef,Taylor,2
Dude,Shelly,2
Benedict XVI,Tom,2
Dad,All,2
Announcer,Thompson,2
Clyde,Cows,2
Cartman,Fonzie,2
Chef,Randy,2
Chef,Robert,2
Buff Crip,Crips,2
Clyde,Craig,2
Butters,Popeye,2
Bob White,Bob,2
Driver,Skeeter,2
Doctor,Stan,2
Gary,All,2
Bundy,Dahmer,2
Driver 2,God,2
Al Gore,Gore,2
Driver 2,American,2
Cartman,Fan,2
Announcer,Tommy,2
Announcer,Tammy,2
Clyde,ChatGPT,2
Cartman,Hansen,2
Butters,Pete,2
Female nurse,Doctor,2
Butters,Reeve,2
Female,God,2
Garrison,Joe,2
Anchor Tom,All,2
Bedrager,All,2
Chef,Wendy,2
Chef,Mom,2
Doctor,Chase,2
Announcer 1,Broncos,2
Cartman,Gordon,2
Bucky Bailey,Kids,2
Cartman,DiCaprio,2
Announcer,woman,2
Cartman,Girl,2
Bee alien,John,2
Beefcake,Beefcake,2
Beelzeboot,Canadian,2
Garrison,Rudy,2
DJ,Scott,2
Cartman,Funnybot,2
# 10,Nelson,2
Buddha,Buddha,2
Bush,People,2
Anchorman,Randy,2
Doctor,Daniel,2
Anchor Tom,Keenan,2
Bebe,Cartman,2
Chef,Ladies,2
Dr. Phil,Cartman,2
Cartman,Melita,2
Butters,Smith,2
Cartman,Ninjas,2
Elderly Woman,All,2
Annie,Wendy,2
Cupid Me,Craig,2
Cartman,Brown,2
Bill,Cartman,2
Barkley,God,2
Cliff,Bobo,2
Braided Crip,Crips,2
Field Reporter,Coon,2
Breeder,New,2
Brett,All,2
Cartman,Mitch,2
A Woman,God,2
Director,Ryan,2
Brian,Stan,2
Cupid Me,Tweek,2
Elder Garth,New,2
Cartman,Bush,2
Cartman,Butter,2
Chet,All,2
Brian,Brian,2
Doctor Pal,Doctor,2
Cartman,Miller,2
Cartman,CEO,2
Cartman,Mencia,2
Barbrady Actor,Chef,2
Director,God,2
Bradley,Bebe,2
Cartman,PewDiePie,2
Cartman,Phil,2
Anchor,Foofa,2
Cartman,Pharaoh,2
Anchor,Funnybot,2
Anchor,Garrison,2
Butters,Thompson,2
Aide 2,Kanye,2
Announcer 3,Phillip,2
Anchor,Guard,2
Dr. Oz,Butters,2
Clerk,King,2
Bill Clinton,Clinton,2
Franz,Orlich,2
Chef,Cows,2
Bill,Tom,2
Anchor,Obama,2
Frat boy 3,Kevin,2
Butters,Son,2
Barbrady,Mayor,2
Crystal,Alejandro,2
Cartman,Patty,2
Cartman,Patient,2
Aide 2,Mayor,2
Fred the Announcer,Cows,2
Fred the Announcer,Mary,2
Fred the Announcer,Tom,2
Cartman,Caitlyn,2
Craig,Elise,2
Cartman,Canadians,2
Big Gay Al,Jimmy,2
Butters,Senator,2
Cartman,ManBearPig,2
Chef,James,2
Chef,Johnson,2
Chef,Jimbo,2
Cartman,M,2
Cartman,Child,2
Cartman,Chief,2
Chef,Jesus,2
Big Gay Al,Marc,2
Doctor Caroll,Stan,2
Frog King,Catatafish,2
Cartman,Lincoln,2
Cartman,Loogie,2
Bob Dole,Bob,2
Female reporter,Red,2
Announcer 1,Sheila,2
Father Maxi,Nelson,2
Cartman,Marc,2
Frog King,Paris,2
Bob Saget,Bob,2
DJ,Babies,2
Cartman,Clown,2
Cartman,Maxi,2
Elder Garth,All,2
Brian,Ho,2
Cupid Ye,Hitler,2
Chef,Hat,2
Cartman,Master,2
Brian,Ma'am,2
Dr. Roberts,Cartman,2
Dr. Phillips,All,2
Females,Right,2
Anchor,Randy,2
Cartman,Cat,2
Clinic doctor,God,2
Cartman,Center,2
Bob White,House,1
Bob White,David,1
Boombox,OC,1
Red,Bridon,1
Receptionist,Tommy,1
Red,Bebe,1
Reeve,Chris,1
Bob White,Clinton,1
Red,CD,1
Red,Britney,1
Reeve,Larry,1
Reporter,American,1
Redhead,woman,1
Reporter,Castro,1
Bob White,Harris,1
Red Wings coach,Dad,1
Red,American,1
Reporter,Ben,1
Receptionist 2,Family,1
Reporter,Bruce,1
Red,Girl,1
Record producer,People,1
Bookie,Richard,1
Bookie,John,1
Red,Eric,1
Record producer,Jimmy,1
Bono,God,1
Referee,Sorcerer,1
Bob White,Crystal,1
Bono,Bono,1
Border officer 1,Mexicans,1
Referee,Chef,1
Reporter,Brad,1
Reporter,Bill,1
Record producer,American,1
Record Producer,Ron,1
Bonds,Jimmy,1
Referee,Winner,1
Reeve,Reeve,1
Bobby Flay,Randy,1
Bobby Flay,Gordon,1
Record Producer,Randy,1
Reporter,Berry,1
Record Producer,Everyone,1
Red,Cartman,1
Reporter,Canadians,1
Bob White,Everyone,1
Receptionist 2,Mitchell,1
Refugee Man 2,All,1
Randy,Someone,1
Border officer 2,God,1
Brian,Nancy,1
Brian,Bob,1
Randy,Mayo,1
Brian,Dude,1
Randy,Marcus,1
Brian,Mohammad,1
Randy,Magic,1
Brian,Muslim,1
Randy,Ma'am,1
Randy,Left,1
Brandon Carlile,Nelson,1
Randy,Lawyer,1
Randy,Laura,1
Randy,Ladies,1
Brian,Otis,1
Randy,Kurt,1
Randy,KoRn,1
Brian,Phillip,1
Brian,Terrance,1
Brandon Carlile,Peter,1
Bradley,woman,1
Bridon,All,1
Randy,Ned,1
Randy,Others,1
Boys,Dude,1
Boys,Mackey,1
Boys,Marvin,1
Randy,Nick,1
Randy,Nichole,1
Boys,President,1
Boys,Stu,1
Randy,Nancy,1
Bradley,Peter,1
Boys 1/2,Man,1
Boys:,Boys,1
Brad,Kyle,1
Randy,Mother,1
Brad Paisley,Right,1
Randy,Mongolian,1
Bradley,Bradley,1
Bradley,Mysterion,1
Randy,Kelly,1
Bridon,TV,1
Randy,Pat,1
Buff Crip,All,1
Bucky Bailey,Mackey,1
Randy,Girlfriend,1
Randy,Gigi,1
Buddha,Jesus,1
Buddha,Muslim,1
Randy,General,1
Buddy 1,Scott,1
Randy,Friend,1
Randy,Francis,1
Brunette 3,Porsche,1
Buff Crip,Cipac,1
Randy,Farmers,1
Bum,Crips,1
Bum 7,All,1
Bum 7,God,1
Randy,Emily,1
Randy,Drew,1
Randy,Don,1
Randy,Governor,1
Brunette,Everyone,1
Randy,Joseph,1
Randy,Jarvis,1
British Field Reporter,Paul,1
British cardinal,Father,1
British cardinal,Maxi,1
Britney,Boys,1
Britney,Right,1
Broderick,woman,1
Broker,Frank,1
Broloff,Senator,1
Randy,Jamie,1
Randy,Harris,1
Randy,Jakovasaurs,1
Bruce,Babies,1
Randy,Iggy,1
Randy,Howard,1
Randy,Hope,1
Brunet,KoRn,1
Randy,Heather,1
Brunette,Boy,1
Randy,Parents,1
Randy,Paul,1
Receptionist,Senator,1
Randy Newman,Patty,1
Reality,Reality,1
Ranger Pete,Ranger,1
Ranger Pete,Pete,1
Boss,Davis,1
Boss,Everyone,1
Randy's profile,Randy,1
Randy's boss,Obama,1
Randy Singing,Ho,1
Randy Newman,James,1
Realtor,Group,1
Both,Santa,1
Randy,Willy,1
Bouncer,All,1
Bouncer,Fan,1
Randy,Tweek,1
Bouncer,Gino,1
Randy,Tony,1
Bouncer,Official,1
Really Shocked Man,God,1
Realtor,John,1
Bouncer,Terrance,1
Receptionist,Chef,1
Receptionist,Larry,1
Receptionist,Josh,1
Receptionist,Jim,1
Receptionist,Jerry,1
Border officer 2,Marcus,1
Border officer 2,Obama,1
Receptionist,Doctor,1
Receptionist,Clinton,1
Border officer 3,Mexicans,1
Realtor,Tolkien,1
Receptionist,Brown,1
Receptionist,All,1
Border officer 4,Mexicans,1
Rebecca Turnod,American,1
Rebecca,Mark,1
Rebecca,Kyle,1
Rebecca,God,1
Rebecca,Father,1
Bouncer,Phillip,1
Randy,Together,1
Randy,Penis,1
Randy,Red,1
Boy 1,Right,1
Boy 1,Someone,1
Boy 1,Taylor,1
Randy,Saddam,1
Randy,Ron,1
Boy 2,Al,1
Randy,Richard,1
Boy 2,Mom,1
Randy,Reality,1
Boy 1,Kenny,1
Boy 2,Taylor,1
Boy 3,Harry,1
Boy 3,Phone,1
Boy 4,Larry,1
Boy in Blue Vest,God,1
Boy slave,Jesus,1
Randy,Pete,1
Boys,All,1
Boy 1,Loogie,1
Boy 1,God,1
Randy,Thompson,1
Boy,Mike,1
Boy,Cartman,1
Boy,Dad,1
Randy,Terrorists,1
Boy,Eric,1
Randy,Surgeon,1
Randy,Stuart,1
Boy,Fillmore,1
Boy,Man,1
Boy,Mom,1
Randy,Sheila,1
Boy,Robot,1
Randy,Sondheim,1
Boy,driver,1
Randy,Soldier,1
Boy #,Filmore,1
Boy #,Flora,1
Boy #2,Filmore,1
Boy (possibly Kevin Stoley),Kyle,1
Reporter,Chef,1
Gary,Dave,1
Reporter,Commander,1
Saddam,Red,1
Bill,Stan,1
Sally,All,1
Saddam Hussein,Saddam,1
Saddam Hussein,Right,1
Saddam Hussein,Joe,1
Saddam Hussein,God,1
Bill Clinton,Women,1
Bill Clinton,woman,1
Saddam,Saddam,1
Saddam,Right,1
Bill Keegan,Canadian,1
Black official,Jesus,1
Saddam,New,1
Saddam,Man,1
Saddam,Iraqi,1
Saddam,Everybody,1
Bill Keegan,Canadians,1
Bill Keegan,Minister,1
Saddam,Canadians,1
Saddam,All,1
SWAT officer 2,O'Reilly,1
SWAT officer 2,All,1
Sally,Ike,1
Sally,Jason,1
Sally,Kevin,1
Sally Struthers,Sally,1
Sarah,Michelle,1
Big Harry,Men,1
Sarah,God,1
Big Woman,Janet,1
Sarah,Cartman,1
Bigwig 1,Men,1
Santa,Sam,1
Bigwig 2,Babies,1
Biker 6,People,1
Santa,Jeff,1
Bill,American,1
Bill,Bill,1
Santa,Gnomes,1
Santa,Both,1
Bill,Gil,1
Bill,God,1
Sandy Cervix,Funbot,1
Sandy Cervix,Family,1
Sandy Cervix,All,1
Sanctified member 2,Spirit,1
Sally Turner,Clyde,1
SWAT Officer 3,President,1
SWAT Officer 2,Tiger,1
SWAT Officer 2,Right,1
Ryan,Doctor,1
Russian,Mayor,1
Russian,Both,1
Billy,Tommy,1
Russell Crowe,Right,1
Russell Crowe,New,1
Russell Crowe,Muhammad,1
Russell Crowe,Doctor,1
Bishop,God,1
Russel Crowe,Muhammad,1
Runs with Premise,Everyone,1
Runs with Premise,Boys,1
Runs with Premise,All,1
Runs With Premise,American,1
Runaway girl 2,Hope,1
Runaway girl 1,Scott,1
Rumpertumskin,President,1
Rumpertumskin,James,1
Bishop 2,Satan,1
Black Vamp,All,1
"Black Vamp, Mike, and Pete",God,1
Roy,Stanley,1
Russian 2,Principal,1
Ryan,Eric,1
SWAT Officer 2,Franklin,1
Ryan,Everyone,1
SWAT Officer 2,Benjamin,1
SWAT Officer 1,President,1
SP team,God,1
SP team,All,1
SNN reporter,Saddam,1
Bill Owens,Garrison,1
SNN correspondent,Nobunaga,1
SNN anchor,Muslim,1
Bill Owens,God,1
Bill Owens,People,1
SNN Reporter,American,1
Ryan,Stephen,1
Ryan,Son,1
Billy,All,1
Ryan,Ryan,1
Ryan,Right,1
Ryan,People,1
Ryan,Mackey,1
Billy,Dad,1
Billy,Jessie,1
Ryan,Gerald,1
Sarah,Sarah,1
Sarah,Steven,1
Sarah McLachlan,Sarah,1
Berries,Mexicans,1
Berries,woman,1
Berry,Man,1
Bertha,Jessie,1
Scott,Minister,1
Scott,Mexicans,1
Scott,Ladies,1
Scott,Kyle,1
Scott,Jimmy,1
Scott,Jesus,1
Scott,Jeffrey,1
Scott,Jared,1
Bertha,Jimmy,1
Scott,Heidi,1
Best Buy President,Eric,1
Best Buy rep,Customer,1
Beth,Clyde,1
Betsy,Bebe,1
Scott,Collins,1
Betsy,God,1
Betsy,Roger,1
Bezos,All,1
Scott,Princess,1
Scott,Roger,1
Scott,American,1
Berries,Member,1
Seaman,Man,1
Seaman,Cruise,1
Seagal,Jesus,1
Scuzzlebutt,Friend,1
Scouts,Moses,1
Scoutmaster 2,Scouts,1
Scoutmaster 1,Scouts,1
Scout,Kid,1
Scott's Mom,Scott,1
Scott's Dad,Scott,1
Scott's Dad,Clark,1
Scott's Dad,All,1
Scott the Dick,Ladies,1
Scott the Dick,Jeffrey,1
Scott Tenorman,Liane,1
Scott Tenorman,Jimbo,1
Scott Tenorman,Cartman,1
Benjamin,Captain,1
Berries,Alien,1
Berries,Falcon,1
Berries,Man,1
Scott,Boy,1
Bezos,Bezos,1
Satan,Adolf,1
Satan,Marsha,1
Satan,Kevin,1
Satan,John,1
Satan,Jeffrey,1
Satan,Iraqi,1
Satan,House,1
Big Blonde,Charlie,1
Big Blonde,God,1
Big Blonde,Manson,1
Big Gay Al,Al,1
Satan,Gary,1
Big Gay Al,Boys,1
Big Gay Al,Jesus,1
Satan,Everybody,1
Satan,Dick,1
Satan,Demon,1
Satan,Dahmer,1
Satan,DJ,1
Satan,Boy,1
Satan,Bob,1
Satan,American,1
Big Gay Al,Right,1
Satan,ManBearPig,1
Satan,Michael,1
Scientist 4,All,1
Bezos,Uncle,1
Scientist 2,All,1
Scientist 1,Mitch,1
Scientist 1,Boys,1
Bezos,Center,1
Scientist,God,1
Scientist,General,1
School Advisory Board Technician,Someone,1
School Advisory Board Technician,Mackey,1
Bezos,Jeff,1
Schlomo,Moses,1
Schlomo,Haman,1
Scary Assistant,Eric,1
Sawitzky,Kyle,1
Sawitzky,David,1
Bezos,Josh,1
Bezos,Kenny,1
Satan,Satan,1
Bezos,Right,1
Satan,Right,1
Satan,Rick,1
Satan,Princess,1
Roy,Son,1
Roy,Jesus,1
Reporter,Danny,1
Reporter 2,President,1
Representative,Jim,1
Representative,Andrew,1
Blood 4,Crips,1
Board Member,All,1
Reporter 6,Obama,1
Reporter 5,President,1
Reporter 4,President,1
Reporter 4,Kurt,1
Reporter 3,President,1
Reporter 2,Satan,1
Bob,Bill,1
Ron,New,1
Reporter 2,John,1
Reporter 1,Satan,1
Bob,Crystal,1
Reporter 1,Palin,1
Reporter 1,Officer,1
Reporter 1,McCain,1
Reporter 1,John,1
Reporter 1,Family,1
Bob,Eric,1
Reporter 1,Broncos,1
Representative,John,1
Representative,Randy,1
Representative,Schwartz,1
Representative,Sondheim,1
Resident 4,David,1
Resident 3,Bob,1
Resident 3,All,1
Resident 15,Ben,1
Resident 13,Everyone,1
Blonde Girl,TV,1
Researcher,Stan,1
Researcher,Martin,1
Researcher,All,1
Blonde Mother,Kyle,1
Blonde PETA woman,People,1
Rescuer 6,Captain,1
Rescuer 5,God,1
Blonde nurse,Doctor,1
Rescuer 4,Captain,1
Rescuer 3,New,1
Blood,Right,1
Rescuer 1,Doctor,1
Rescuer 1,Captain,1
Representative,Webber,1
Blood 2,Crips,1
Reporter 1,Barbrady,1
Reporter,worker,1
Bob,Gates,1
Reporter,Mexicans,1
Bob Saget,Child,1
Reporter,Martin,1
Bob Saget,Hat,1
Bob Saget,Head,1
Reporter,Man,1
Bob Summers,All,1
Bob Thomas,All,1
Reporter,Kevin,1
Reporter,Kenny,1
Reporter,Johnson,1
Reporter,Jimmy,1
Bob Thomas,Bob,1
Bob Thomas,Thomas,1
Reporter,Janet,1
Reporter,Hitler,1
Reporter,Hackman,1
Reporter,Guard,1
Bob White,All,1
Reporter,Ganz,1
Reporter,Dude,1
Reporter,Derek,1
Reporter,Mephesto,1
Bob,Tom,1
Reporter,Terrance,1
Bob,Son,1
Reporter,Superman,1
Reporter,Stuart,1
Reporter,Stinky,1
Reporter,Steven,1
Bob,Jason,1
Reporter,Spielberg,1
Reporter,Speaker,1
Reporter,Smalls,1
Reporter,Skeeter,1
Reporter,Scouts,1
Reporter,Ryan,1
Reporter,Rick,1
Bob,Jesus,1
Reporter,Randy,1
Bob,Madonna,1
Bob,Mary,1
Reporter,Phillip,1
Bob,Robert,1
Bob,Somebody,1
Reporter,Passenger,1
Reporter,Newscaster,1
Resident 5,David,1
Resident 8,Butters,1
Reveler,Obama,1
Rodgers,All,1
Rockety Rocket,Jesus,1
Robin Meade,All,1
Robert Tepper,Baby,1
Blacksmith,Smith,1
Robert Redford,God,1
Robert Pooner,Tom,1
Robert Pooner,Stan,1
Blaine,Kyle,1
Robert Pooner,Right,1
Blaintologist,Blaine,1
Robert Pooner,God,1
Blaintologist,David,1
Robert Pooner,Brian,1
Robert,Robert,1
Blanket,Blanket,1
Robber 3,Brad,1
Robber 1,God,1
Blanket,Michael,1
Blanket,Stan,1
Rob Reiner,Harris,1
Blavius,All,1
Rodgers,Aguilar,1
Rodgers,Martinez,1
Bll Keegan,Students,1
Roger,Betsy,1
Ron,David,1
Black official,Pearl,1
Ron,Brian,1
Ron,Bob,1
Ron,Bailey,1
Romper Stomper,New,1
Romper Stomper,House,1
Romper Stomper,Eric,1
Romper Stomper,Dude,1
Black plumber,All,1
Romanian official,Janet,1
Roma,Roma,1
Roland,Jesus,1
Roger,Roger,1
Roger,People,1
Roger,Martha,1
Roger,Laura,1
Roger,Kids,1
Roger,God,1
Roger,Everyone,1
Blacksmith,Joseph,1
Bll Keegan,Randy,1
Rob Reiner,Boys,1
Reveler 2,Obama,1
Rick,American,1
Rick,Alan,1
Richardson,Crips,1
Richard Tweak,Son,1
Blonde,Doctor,1
Richard,TV,1
Richard,Son,1
Richard,Sharon,1
Richard,People,1
Richard,Officer,1
Richard,New,1
Blonde,Lexus,1
Richard,Jesus,1
Blonde,Randy,1
Richard,Ghost,1
Richard,Gerald,1
Richard,Father,1
Blonde,Right,1
Richard,Cows,1
Richard,Center,1
Richard,Boy,1
Richard,Barbrady,1
Rick,All,1
Rick,Canadian,1
Rob Reiner,Bob,1
Rick,Canadians,1
Blond,John,1
Roadie,Mouse,1
Blond Cop,All,1
Right breast,All,1
Ride operator,Someone,1
Rick Watts,Tom,1
Rick James,God,1
Blond Russian,Clinton,1
Rick,Tom,1
Blond man,Butters,1
Blond officer,Detective,1
